selected_bssid_compact,id,building_id,floor1_id,floor2_id,space_id,lat,lon,timestamp_epoch,phone,gps_lat,gps_lon,gps_accuracy,ori_x,ori_y,ori_z,distance_to_known_ap_m,rss_dbm
b28ba99b8d2a,881,1,5,5,,36.3128242,59.5263627,1765444509568,Redmi/24117RN76G,36.3126859,59.5264701,3.8,169.029,-84.5706,44.1772,2.0780500125137586,-42
b28ba99b8d2a,882,1,5,5,,36.3128242,59.5263627,1765444515620,Redmi/24117RN76G,36.3127474,59.5264325,3.85,173.055,-83.1185,4.6906,2.0780500125137586,-41
b28ba99b8d2a,883,1,5,5,,36.3128242,59.5263627,1765444516628,Redmi/24117RN76G,36.3127474,59.5264325,3.85,176.616,-83.5219,7.29861,2.0780500125137586,-41
b28ba99b8d2a,884,1,5,5,,36.3128242,59.5263627,1765444524724,Redmi/24117RN76G,36.3127521,59.5264826,3.95,278.502,-86.5505,25.3613,2.0780500125137586,-50
b28ba99b8d2a,885,1,5,5,,36.3128242,59.5263627,1765444525741,Redmi/24117RN76G,36.3127521,59.5264826,3.95,304.928,-85.9315,33.7645,2.0780500125137586,-50
b28ba99b8d2a,886,1,5,5,,36.3128242,59.5263627,1765444529794,Redmi/24117RN76G,36.3127501,59.5264719,4.15,18.1873,-82.7361,25.7259,2.0780500125137586,-50
b28ba99b8d2a,887,1,5,5,,36.3128242,59.5263627,1765444530801,Redmi/24117RN76G,36.3127501,59.5264719,4.15,11.4834,-72.5996,-21.5646,2.0780500125137586,-50
b28ba99b8d2a,855,1,5,5,,36.3127909,59.5263765,1765444410307,Redmi/24117RN76G,36.3127994,59.5264006,3.2,9.13819,-82.4443,10.106,2.1346903156912846,-32
b28ba99b8d2a,856,1,5,5,,36.3127909,59.5263765,1765444416365,Redmi/24117RN76G,36.3128162,59.5264004,4.794,99.4168,-84.0692,19.355,2.1346903156912846,-38
b28ba99b8d2a,857,1,5,5,,36.3127909,59.5263765,1765444417379,Redmi/24117RN76G,36.3128162,59.5264004,4.794,72.5449,-85.0668,-10.595,2.1346903156912846,-38
b28ba99b8d2a,858,1,5,5,,36.3127909,59.5263765,1765444423452,Redmi/24117RN76G,36.3128118,59.5263954,5.94,192.32,-82.0209,29.3481,2.1346903156912846,-33
b28ba99b8d2a,859,1,5,5,,36.3127909,59.5263765,1765444424465,Redmi/24117RN76G,36.312786,59.5264173,4.407,182.027,-82.1843,14.4378,2.1346903156912846,-33
b28ba99b8d2a,860,1,5,5,,36.3127909,59.5263765,1765444430528,Redmi/24117RN76G,36.312785,59.5264183,3.1,292.663,-86.2707,4.90259,2.1346903156912846,-27
b28ba99b8d2a,861,1,5,5,,36.3127909,59.5263765,1765444431542,Redmi/24117RN76G,36.312785,59.5264183,3.1,319.719,-84.1203,28.9399,2.1346903156912846,-27
b28ba99b8d2a,862,1,5,5,,36.3127909,59.5263765,1765444437605,Redmi/24117RN76G,36.312785,59.5264183,3.15,1.49129,-83.8875,-1.89697,2.1346903156912846,-29
b28ba99b8d2a,863,1,5,5,,36.3127909,59.5263765,1765444438617,Redmi/24117RN76G,36.312785,59.5264183,3.15,92.8108,-80.4738,21.9505,2.1346903156912846,-29
b28ba99b8d2a,864,1,5,5,,36.3127909,59.5263765,1765444444699,Redmi/24117RN76G,36.3128119,59.5263982,2.95,320.545,-82.7361,-9.21966,2.1346903156912846,-27
b28ba99b8d2a,865,1,5,5,,36.3127909,59.5263765,1765444445710,Redmi/24117RN76G,36.3128119,59.5263982,2.95,261.43,-84.1088,-6.42381,2.1346903156912846,-27
b28ba99b8d2a,2493,1,5,5,,36.3128251,59.5263624,1766045932416,HONOR/ALI-NX1,36.3128123,59.5263848,11.411,134.415,-64.4612,8.97981,2.1763093077483635,-45
b28ba99b8d2a,2494,1,5,5,,36.3128251,59.5263624,1766045936450,HONOR/ALI-NX1,36.3127983,59.5263685,11.602,264.681,-88.8202,-160.746,2.1763093077483635,-39
b28ba99b8d2a,2495,1,5,5,,36.3128251,59.5263624,1766045944567,HONOR/ALI-NX1,36.3128428,59.5263762,11.819,116.596,-87.1132,-106.604,2.1763093077483635,-45
b28ba99b8d2a,2496,1,5,5,,36.3128251,59.5263624,1766045952664,HONOR/ALI-NX1,36.3128552,59.5263577,11.951,152.792,-43.4862,-3.68927,2.1763093077483635,-43
b28ba99b8d2a,2497,1,5,5,,36.3128251,59.5263624,1766045960790,HONOR/ALI-NX1,36.3128279,59.5263663,11.838,160.389,-41.7966,7.10396,2.1763093077483635,-43
b28ba99b8d2a,2498,1,5,5,,36.3128251,59.5263624,1766045964830,HONOR/ALI-NX1,36.3127935,59.5264074,11.365,166.152,-42.2555,5.63028,2.1763093077483635,-42
b28ba99b8d2a,2509,1,5,5,,36.3127842,59.526379,1766046039847,HONOR/ALI-NX1,36.3128186,59.526373,12.412,171.803,-28.9966,-3.07549,2.8649607533187496,-31
b28ba99b8d2a,2510,1,5,5,,36.3127842,59.526379,1766046041875,HONOR/ALI-NX1,36.3128087,59.5263798,12.446,239.31,-86.5942,146.828,2.8649607533187496,-38
b28ba99b8d2a,2511,1,5,5,,36.3127842,59.526379,1766046050984,HONOR/ALI-NX1,36.3128132,59.5263933,14.461,221.881,-88.921,-37.6993,2.8649607533187496,-24
b28ba99b8d2a,2512,1,5,5,,36.3127842,59.526379,1766046059074,HONOR/ALI-NX1,36.312822,59.5263883,8.437,184.207,-27.2006,17.827,2.8649607533187496,-31
b28ba99b8d2a,2513,1,5,5,,36.3127842,59.526379,1766046067159,HONOR/ALI-NX1,36.3128034,59.5264193,9.935,155.234,-33.7465,-23.2741,2.8649607533187496,-45
b28ba99b8d2a,2514,1,5,5,,36.3127842,59.526379,1766046075228,HONOR/ALI-NX1,36.3128138,59.5263865,11.538,161.187,-19.2203,-1.59818,2.8649607533187496,-39
b28ba99b8d2a,2488,1,5,5,,36.3128388,59.5263568,1766045894995,HONOR/ALI-NX1,36.3128315,59.5263923,10.816,165.192,-32.598,-1.38788,3.716740772251001,-40
b28ba99b8d2a,2489,1,5,5,,36.3128388,59.5263568,1766045896013,HONOR/ALI-NX1,36.3128315,59.5263923,10.816,75.9975,-87.4173,7.02932,3.716740772251001,-43
b28ba99b8d2a,2490,1,5,5,,36.3128388,59.5263568,1766045903099,HONOR/ALI-NX1,36.3128075,59.5263805,11.705,146.228,-85.6734,-50.6355,3.716740772251001,-43
b28ba99b8d2a,2491,1,5,5,,36.3128388,59.5263568,1766045911199,HONOR/ALI-NX1,36.3129883,59.5262705,11.133,348.498,-83.293,-18.1487,3.716740772251001,-45
b28ba99b8d2a,2492,1,5,5,,36.3128388,59.5263568,1766045920311,HONOR/ALI-NX1,36.3128366,59.526361,11.429,155.896,-51.119,-4.64164,3.716740772251001,-43
b28ba99b8d2a,888,1,5,5,,36.3128409,59.5263559,1765444539922,Redmi/24117RN76G,36.31273,59.5264701,3.55,352.163,-82.2212,14.376,3.957761760865171,-44
b28ba99b8d2a,889,1,5,5,,36.3128409,59.5263559,1765444543971,Redmi/24117RN76G,36.31273,59.5264701,3.55,9.96377,-86.3081,-18.1838,3.957761760865171,-45
b28ba99b8d2a,890,1,5,5,,36.3128409,59.5263559,1765444544978,Redmi/24117RN76G,36.3127108,59.5264798,3.55,19.083,-84.419,-37.0856,3.957761760865171,-45
b28ba99b8d2a,891,1,5,5,,36.3128409,59.5263559,1765444551047,Redmi/24117RN76G,36.3126796,59.5264963,3.6,155.913,-84.0245,31.8963,3.957761760865171,-40
b28ba99b8d2a,892,1,5,5,,36.3128409,59.5263559,1765444552058,Redmi/24117RN76G,36.3126796,59.5264963,3.6,142.442,-84.6184,11.9853,3.957761760865171,-40
b28ba99b8d2a,893,1,5,5,,36.3128409,59.5263559,1765444558118,Redmi/24117RN76G,36.312696,59.5264836,3.6,190.502,-83.5046,2.7575,3.957761760865171,-47
b28ba99b8d2a,894,1,5,5,,36.3128409,59.5263559,1765444559127,Redmi/24117RN76G,36.312696,59.5264836,3.6,219.605,-84.8251,8.63083,3.957761760865171,-47
b28ba99b8d2a,895,1,5,5,,36.3128409,59.5263559,1765444565189,Redmi/24117RN76G,36.3127977,59.5264034,3.2,326.636,-81.867,25.3109,3.957761760865171,-48
b28ba99b8d2a,896,1,5,5,,36.3128409,59.5263559,1765444566199,Redmi/24117RN76G,36.3127977,59.5264034,3.2,359.156,-79.9124,17.6939,3.957761760865171,-48
b28ba99b8d2a,897,1,5,5,,36.3128409,59.5263559,1765444572275,Redmi/24117RN76G,36.3128526,59.5263629,3.333,70.2854,-78.8575,-9.49396,3.957761760865171,-53
b28ba99b8d2a,898,1,5,5,,36.3128409,59.5263559,1765444573283,Redmi/24117RN76G,36.3128526,59.5263629,3.333,101.267,-80.9307,21.6266,3.957761760865171,-53
b28ba99b8d2a,849,1,5,5,,36.3127742,59.5263833,1765444374839,Redmi/24117RN76G,36.3128183,59.5263983,3.1,10.4691,-81.8729,10.6941,4.013590486729944,-35
b28ba99b8d2a,850,1,5,5,,36.3127742,59.5263833,1765444380910,Redmi/24117RN76G,36.3128183,59.5263983,3.05,127.626,-83.5722,32.6663,4.013590486729944,-41
b28ba99b8d2a,851,1,5,5,,36.3127742,59.5263833,1765444381927,Redmi/24117RN76G,36.3128183,59.5263983,3.05,133.092,-84.8173,27.4266,4.013590486729944,-41
b28ba99b8d2a,852,1,5,5,,36.3127742,59.5263833,1765444388010,Redmi/24117RN76G,36.3128183,59.5263983,3.0,187.522,-83.8215,-11.9531,4.013590486729944,-42
b28ba99b8d2a,853,1,5,5,,36.3127742,59.5263833,1765444389022,Redmi/24117RN76G,36.3128183,59.5263983,3.0,244.285,-84.4519,-3.10348,4.013590486729944,-42
b28ba99b8d2a,854,1,5,5,,36.3127742,59.5263833,1765444397118,Redmi/24117RN76G,36.3128695,59.5264016,3.05,13.2689,-81.574,16.0657,4.013590486729944,-40
b28ba99b8d2a,2515,1,5,5,,36.3127739,59.5263831,1766046246700,HONOR/ALI-NX1,36.3128009,59.5263693,6.585,154.826,-41.2593,1.94054,4.033819698930355,-34
b28ba99b8d2a,2516,1,5,5,,36.3127739,59.5263831,1766046247706,HONOR/ALI-NX1,36.3127956,59.5263668,6.801,156.522,-76.1629,-10.9193,4.033819698930355,-45
b28ba99b8d2a,2517,1,5,5,,36.3127739,59.5263831,1766046255785,HONOR/ALI-NX1,36.3127994,59.5264209,5.843,9.8453,-83.7458,2.39262,4.033819698930355,-41
b28ba99b8d2a,2518,1,5,5,,36.3127739,59.5263831,1766046259825,HONOR/ALI-NX1,36.3127994,59.5264209,5.843,315.19,-80.6823,20.0951,4.033819698930355,-35
b28ba99b8d2a,2519,1,5,5,,36.3127739,59.5263831,1766046263894,HONOR/ALI-NX1,36.3128032,59.5264167,5.652,160.887,-43.9329,-6.53528,4.033819698930355,-39
b28ba99b8d2a,2483,1,5,5,,36.3128524,59.5263513,1766045861551,HONOR/ALI-NX1,36.3128854,59.5264692,11.736,151.436,-56.9113,0.401233,5.282523135143933,-47
b28ba99b8d2a,2484,1,5,5,,36.3128524,59.5263513,1766045862557,HONOR/ALI-NX1,36.3128854,59.5264692,11.736,87.8487,-87.945,13.4794,5.282523135143933,-43
b28ba99b8d2a,2485,1,5,5,,36.3128524,59.5263513,1766045870664,HONOR/ALI-NX1,36.3128436,59.5263849,10.922,31.62,-88.3966,105.41,5.282523135143933,-46
b28ba99b8d2a,2486,1,5,5,,36.3128524,59.5263513,1766045878779,HONOR/ALI-NX1,36.312808,59.5263849,11.424,303.972,-51.6577,2.49237,5.282523135143933,-48
b28ba99b8d2a,2487,1,5,5,,36.3128524,59.5263513,1766045887906,HONOR/ALI-NX1,36.3129389,59.5264211,12.273,154.564,-45.0593,-4.44261,5.282523135143933,-40
b28ba99b8d2a,899,1,5,5,,36.3128576,59.526349,1765444581380,Redmi/24117RN76G,36.3128545,59.5263847,3.633,351.575,-80.4011,8.6773,5.887940790573995,-46
b28ba99b8d2a,900,1,5,5,,36.3128576,59.526349,1765444588462,Redmi/24117RN76G,36.3128917,59.5263979,3.733,41.2474,-86.5708,-25.4747,5.887940790573995,-49
b28ba99b8d2a,901,1,5,5,,36.3128576,59.526349,1765444589476,Redmi/24117RN76G,36.3129778,59.5263773,3.766,144.498,-85.6278,53.1793,5.887940790573995,-49
b28ba99b8d2a,902,1,5,5,,36.3128576,59.526349,1765444593520,Redmi/24117RN76G,36.3129778,59.5263773,3.766,160.986,-84.0562,25.1711,5.887940790573995,-52
b28ba99b8d2a,903,1,5,5,,36.3128576,59.526349,1765444594534,Redmi/24117RN76G,36.3130214,59.5263718,3.733,174.546,-81.4417,37.0359,5.887940790573995,-52
b28ba99b8d2a,904,1,5,5,,36.3128576,59.526349,1765444600632,Redmi/24117RN76G,36.313001,59.52637,3.733,186.886,-82.9842,8.75209,5.887940790573995,-49
b28ba99b8d2a,905,1,5,5,,36.3128576,59.526349,1765444601645,Redmi/24117RN76G,36.313001,59.52637,3.733,185.007,-82.7523,-5.05813,5.887940790573995,-49
b28ba99b8d2a,906,1,5,5,,36.3128576,59.526349,1765444607729,Redmi/24117RN76G,36.3129777,59.5263668,3.55,299.191,-83.5795,45.4134,5.887940790573995,-53
b28ba99b8d2a,907,1,5,5,,36.3128576,59.526349,1765444608740,Redmi/24117RN76G,36.3129777,59.5263668,3.55,299.135,-84.9801,42.9422,5.887940790573995,-53
b28ba99b8d2a,908,1,5,5,,36.3128576,59.526349,1765444614830,Redmi/24117RN76G,36.3130733,59.5262897,4.5,344.822,-82.5576,12.5889,5.887940790573995,-56
b28ba99b8d2a,909,1,5,5,,36.3128576,59.526349,1765444615843,Redmi/24117RN76G,36.3130733,59.5262897,4.5,23.251,-82.7686,13.7669,5.887940790573995,-56
b28ba99b8d2a,2478,1,5,5,,36.312866,59.5263458,1766045826093,HONOR/ALI-NX1,36.3128224,59.5263898,13.002,164.653,-34.2787,-2.14486,6.859697750963675,-46
b28ba99b8d2a,2479,1,5,5,,36.312866,59.5263458,1766045833187,HONOR/ALI-NX1,36.3128384,59.5264212,11.477,104.203,-87.3382,0.259746,6.859697750963675,-54
b28ba99b8d2a,2480,1,5,5,,36.312866,59.5263458,1766045841278,HONOR/ALI-NX1,36.3128961,59.5263416,13.912,345.751,-86.6199,55.4338,6.859697750963675,-52
b28ba99b8d2a,2481,1,5,5,,36.312866,59.5263458,1766045845324,HONOR/ALI-NX1,36.3128961,59.5263416,13.912,349.139,-84.099,-24.7339,6.859697750963675,-51
b28ba99b8d2a,2482,1,5,5,,36.312866,59.5263458,1766045854443,HONOR/ALI-NX1,36.3128554,59.5263604,13.596,167.59,-50.0458,-2.17169,6.859697750963675,-47
b28ba99b8d2a,910,1,5,5,,36.3128742,59.5263421,1765444624975,Redmi/24117RN76G,36.312837,59.5263467,4.05,2.16255,-84.3211,11.0691,7.820674954842483,-47
b28ba99b8d2a,911,1,5,5,,36.3128742,59.5263421,1765444629006,Redmi/24117RN76G,36.312837,59.5263467,4.05,27.8241,-84.4408,-25.5498,7.820674954842483,-51
b28ba99b8d2a,912,1,5,5,,36.3128742,59.5263421,1765444630022,Redmi/24117RN76G,36.3128807,59.5262809,3.65,71.3057,-85.9135,5.55848,7.820674954842483,-51
b28ba99b8d2a,913,1,5,5,,36.3128742,59.5263421,1765444636114,Redmi/24117RN76G,36.3128735,59.5263009,3.2,81.0513,-78.741,7.418,7.820674954842483,-57
b28ba99b8d2a,914,1,5,5,,36.3128742,59.5263421,1765444637147,Redmi/24117RN76G,36.3128735,59.5263009,3.2,83.7881,-78.8873,6.90514,7.820674954842483,-57
b28ba99b8d2a,915,1,5,5,,36.3128742,59.5263421,1765444643231,Redmi/24117RN76G,36.3128669,59.5263288,3.05,87.6308,-86.2887,14.5242,7.820674954842483,-53
b28ba99b8d2a,916,1,5,5,,36.3128742,59.5263421,1765444644274,Redmi/24117RN76G,36.3128586,59.5263619,3.0,72.6733,-86.666,-0.980719,7.820674954842483,-53
b28ba99b8d2a,917,1,5,5,,36.3128742,59.5263421,1765444652406,Redmi/24117RN76G,36.3128583,59.5263633,2.966,175.052,-80.6492,20.4898,7.820674954842483,-48
b28ba99b8d2a,918,1,5,5,,36.3128742,59.5263421,1765444653419,Redmi/24117RN76G,36.3128583,59.5263633,2.966,170.39,-81.9971,9.85965,7.820674954842483,-48
b28ba99b8d2a,919,1,5,5,,36.3128742,59.5263421,1765444657470,Redmi/24117RN76G,36.3129037,59.5263633,2.95,191.485,-84.2613,-10.944,7.820674954842483,-56
b28ba99b8d2a,920,1,5,5,,36.3128742,59.5263421,1765444658476,Redmi/24117RN76G,36.3129037,59.5263633,2.95,190.722,-84.1227,-12.0212,7.820674954842483,-56
b28ba99b8d2a,921,1,5,5,,36.3128742,59.5263421,1765444664539,Redmi/24117RN76G,36.3129262,59.5263534,3.0,289.6,-84.3999,16.0849,7.820674954842483,-58
b28ba99b8d2a,922,1,5,5,,36.3128742,59.5263421,1765444665548,Redmi/24117RN76G,36.3129262,59.5263534,3.0,315.425,-82.7532,16.4126,7.820674954842483,-58
b28ba99b8d2a,2473,1,5,5,,36.3128797,59.5263402,1766045787585,HONOR/ALI-NX1,36.3128567,59.5263586,12.963,136.743,-58.9509,6.70012,8.45470817323036,-50
b28ba99b8d2a,2474,1,5,5,,36.3128797,59.5263402,1766045791639,HONOR/ALI-NX1,36.3128825,59.5263394,7.158,222.069,-89.0414,133.286,8.45470817323036,-58
b28ba99b8d2a,2475,1,5,5,,36.3128797,59.5263402,1766045799758,HONOR/ALI-NX1,36.3129041,59.5263626,12.217,290.804,-86.1145,22.817,8.45470817323036,-51
b28ba99b8d2a,2476,1,5,5,,36.3128797,59.5263402,1766045807845,HONOR/ALI-NX1,36.3128368,59.5263747,12.326,205.377,-48.8497,1.49706,8.45470817323036,-53
b28ba99b8d2a,2477,1,5,5,,36.3128797,59.5263402,1766045815944,HONOR/ALI-NX1,36.3129173,59.5263142,15.43,161.94,-44.3267,0.200104,8.45470817323036,-51
b28ba99b8d2a,923,1,5,5,,36.3128909,59.5263353,1765444679766,Redmi/24117RN76G,36.31292,59.5263333,2.866,1.15894,-81.7304,15.5371,9.767606198720737,-63
b28ba99b8d2a,924,1,5,5,,36.3128909,59.5263353,1765444685829,Redmi/24117RN76G,36.3129054,59.5263606,3.1,26.891,-83.0251,12.9232,9.767606198720737,-59
b28ba99b8d2a,925,1,5,5,,36.3128909,59.5263353,1765444686844,Redmi/24117RN76G,36.3129054,59.5263606,3.1,29.8996,-83.5796,14.1181,9.767606198720737,-59
b28ba99b8d2a,926,1,5,5,,36.3128909,59.5263353,1765444692918,Redmi/24117RN76G,36.3128448,59.526392,3.25,119.824,-83.1962,26.0461,9.767606198720737,-52
b28ba99b8d2a,927,1,5,5,,36.3128909,59.5263353,1765444693928,Redmi/24117RN76G,36.3128448,59.526392,3.25,122.864,-84.6339,30.3608,9.767606198720737,-52
b28ba99b8d2a,928,1,5,5,,36.3128909,59.5263353,1765444699991,Redmi/24117RN76G,36.3128017,59.5263871,3.3,155.85,-80.9395,15.3771,9.767606198720737,-49
b28ba99b8d2a,929,1,5,5,,36.3128909,59.5263353,1765444701000,Redmi/24117RN76G,36.3128017,59.5263871,3.3,155.454,-80.0967,1.16214,9.767606198720737,-49
b28ba99b8d2a,930,1,5,5,,36.3128909,59.5263353,1765444707068,Redmi/24117RN76G,36.3128033,59.5263867,3.3,177.77,-80.5399,-33.2941,9.767606198720737,-53
b28ba99b8d2a,931,1,5,5,,36.3128909,59.5263353,1765444708077,Redmi/24117RN76G,36.3128033,59.5263867,3.3,268.155,-79.0219,15.6747,9.767606198720737,-53
b28ba99b8d2a,932,1,5,5,,36.3128909,59.5263353,1765444716166,Redmi/24117RN76G,36.3128879,59.5263374,3.25,339.088,-83.856,56.3216,9.767606198720737,-54
b28ba99b8d2a,933,1,5,5,,36.3128909,59.5263353,1765444717181,Redmi/24117RN76G,36.3128879,59.5263374,3.25,313.392,-80.7694,25.5374,9.767606198720737,-54
b28ba99b8d2a,934,1,5,5,,36.3128909,59.5263353,1765444721263,Redmi/24117RN76G,36.312901,59.5263199,3.15,338.487,-80.5724,27.1918,9.767606198720737,-58
b28ba99b8d2a,935,1,5,5,,36.3128909,59.5263353,1765444722274,Redmi/24117RN76G,36.312901,59.5263199,3.15,341.007,-80.0521,9.34775,9.767606198720737,-58
b28ba99b8d2a,2468,1,5,5,,36.3128933,59.5263347,1766045750132,HONOR/ALI-NX1,36.3129146,59.5263331,7.543,166.916,-20.3664,12.0072,10.03962059668485,-48
b28ba99b8d2a,2469,1,5,5,,36.3128933,59.5263347,1766045751140,HONOR/ALI-NX1,36.3129146,59.5263331,7.543,274.615,-85.5369,164.541,10.03962059668485,-49
b28ba99b8d2a,2470,1,5,5,,36.3128933,59.5263347,1766045759240,HONOR/ALI-NX1,36.3128997,59.5263372,6.251,306.676,-89.335,27.9124,10.03962059668485,-50
b28ba99b8d2a,2471,1,5,5,,36.3128933,59.5263347,1766045767341,HONOR/ALI-NX1,36.3128853,59.5263352,6.04,302.051,-87.2371,-83.6696,10.03962059668485,-55
b28ba99b8d2a,2472,1,5,5,,36.3128933,59.5263347,1766045775444,HONOR/ALI-NX1,36.312955,59.5263154,13.602,30.1405,-84.7826,-20.5593,10.03962059668485,-54
b28ba99b8d2a,2463,1,5,5,,36.312907,59.5263292,1766045712681,HONOR/ALI-NX1,36.3129056,59.5263147,10.673,171.748,-54.0842,-0.551155,11.636843246901067,-55
b28ba99b8d2a,2464,1,5,5,,36.312907,59.5263292,1766045720767,HONOR/ALI-NX1,36.3129202,59.5262901,14.113,115.651,-87.2818,-108.144,11.636843246901067,-47
b28ba99b8d2a,2465,1,5,5,,36.312907,59.5263292,1766045724804,HONOR/ALI-NX1,36.3129163,59.5263428,14.089,161.303,-83.3547,21.6446,11.636843246901067,-46
b28ba99b8d2a,2466,1,5,5,,36.312907,59.5263292,1766045733944,HONOR/ALI-NX1,36.3129544,59.5262906,13.957,163.298,-32.6484,-7.02771,11.636843246901067,-59
b28ba99b8d2a,2467,1,5,5,,36.312907,59.5263292,1766045742048,HONOR/ALI-NX1,36.3129036,59.5264702,12.665,165.362,-38.1079,-2.09929,11.636843246901067,-48
b28ba99b8d2a,936,1,5,5,,36.3129076,59.5263284,1765444732402,Redmi/24117RN76G,36.3128566,59.5263342,3.133,353.761,-80.1876,3.59068,11.719247506133833,-58
b28ba99b8d2a,937,1,5,5,,36.3129076,59.5263284,1765444735436,Redmi/24117RN76G,36.3128582,59.5263525,3.266,31.3886,-80.9444,0.624288,11.719247506133833,-59
b28ba99b8d2a,938,1,5,5,,36.3129076,59.5263284,1765444736447,Redmi/24117RN76G,36.3128582,59.5263525,3.266,32.4885,-80.1651,-1.31088,11.719247506133833,-59
b28ba99b8d2a,939,1,5,5,,36.3129076,59.5263284,1765444742523,Redmi/24117RN76G,36.3128794,59.5263054,3.4,131.831,-85.3543,33.8611,11.719247506133833,-58
